,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE(int),Final Pb207/Pb206_2SE(prop),Final U238/Pb206_mean,Final U238/Pb206_2SE(int),Final U238/Pb206_2SE(prop),rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U
HFO_47,0.122147,0.00166511,0.0101072,15.4219,0.197556,1.74355,0.917688,0.00618543,0.00618543,8.18749,0.112123,0.680587,0.360489,0.815977
HFO_48,0.122269,0.00225424,0.0120399,15.4392,0.277495,2.08434,0.915296,0.00680595,0.00680595,8.20743,0.149167,0.796706,0.207333,0.889628
HFO_49,0.122181,0.00128241,0.00835379,15.4254,0.160562,1.43294,0.916611,0.00466499,0.00466499,8.17545,0.0826441,0.538356,0.34555,0.828777
HFO_5,0.122183,0.00109273,0.010218,15.4272,0.145818,1.76588,0.917422,0.00597421,0.00597421,8.18552,0.0732054,0.684534,0.41928,0.725351
HFO_50,0.122116,0.00126235,0.00965265,15.4172,0.17041,1.67937,0.915244,0.00474159,0.00474159,8.18586,0.0872894,0.667465,0.246152,0.816311
HFO_51,0.122214,0.00160914,0.0098564,15.4312,0.211255,1.70907,0.916026,0.00515706,0.00515706,8.18234,0.109712,0.672014,0.193656,0.878387
HFO_52,0.122182,0.00165727,0.0100156,15.4267,0.209899,1.72229,0.920271,0.00444129,0.00444129,8.18506,0.111026,0.670982,0.219807,0.901484
HFO_53,0.12213,0.00154537,0.0100237,15.4184,0.214542,1.7286,0.916446,0.00473474,0.00473474,8.18723,0.105259,0.682738,0.0451229,0.892661
HFO_54,0.122204,0.00153351,0.00906716,15.4291,0.192884,1.55905,0.914771,0.00406071,0.00406071,8.17644,0.0997356,0.589704,0.275084,0.898978
HFO_55,0.122166,0.00161197,0.0114708,15.4245,0.194259,1.98516,0.915382,0.00495439,0.00495439,8.19627,0.108298,0.770656,0.289253,0.882725
HFO_56,0.1225,0.0013442,0.00978448,15.4679,0.169814,1.69306,0.918562,0.00594271,0.00594271,8.16144,0.0903848,0.657915,0.414657,0.80077
HFO_57,0.121721,0.00210061,0.00945629,15.3715,0.253288,1.61847,0.917169,0.00601879,0.00601879,8.20201,0.145071,0.653065,0.283477,0.914152
HFO_58,0.122022,0.00188234,0.0104768,15.4043,0.245994,1.80451,0.91726,0.00528782,0.00528782,8.19982,0.130492,0.726299,0.190538,0.918022
HFO_59,0.122215,0.00232862,0.0114447,15.4324,0.292175,1.98213,0.913913,0.00660698,0.00660698,8.20584,0.159316,0.783005,0.158461,0.91727
HFO_6,0.122052,0.00112739,0.00875482,15.43,0.138761,1.55139,0.918167,0.00647391,0.00647391,8.19033,0.0792973,0.61579,0.538886,0.661378
HFO_60,0.122116,0.00205604,0.0103,15.4189,0.232164,1.76582,0.920225,0.00820415,0.00820415,8.19145,0.141726,0.709997,0.353973,0.850582
HFO_61,0.122206,0.00154187,0.0103938,15.4286,0.177514,1.79271,0.915039,0.00636008,0.00636008,8.18758,0.104872,0.706947,0.368678,0.80618
HFO_7,0.122171,0.00127845,0.010055,15.4248,0.152204,1.73433,0.913682,0.00616357,0.00616357,8.18589,0.0833641,0.655661,0.454947,0.710876
HFO_8,0.122156,0.00142187,0.0100717,15.4235,0.174894,1.73765,0.916893,0.0064719,0.0064719,8.18667,0.0947439,0.671114,0.324884,0.752176
HFO_9,0.122301,0.00118219,0.0104487,15.424,0.145415,1.76495,0.918361,0.00571453,0.00571453,8.18687,0.0794871,0.702542,0.453453,0.754487
91500-1,0.155815,0.0016048,0.0121177,1.61524,0.0384176,0.182579,0.0756969,0.00177485,0.00177485,6.4266,0.0644194,0.486425,0.0668124,0.336714
91500-10,0.173322,0.00165965,0.01382,1.76387,0.03734,0.20004,0.0752915,0.00179036,0.00179036,5.76433,0.0552477,0.460051,0.229553,0.197031
91500-11,0.144986,0.00147122,0.0120477,1.53833,0.0332519,0.175718,0.0760124,0.00162097,0.00162097,6.92133,0.074143,0.607154,0.000579356,0.464203
91500-12,0.212939,0.00203356,0.0159974,2.20774,0.0473584,0.246324,0.0744238,0.00160308,0.00160308,4.98318,0.0497495,0.391365,-0.158638,0.534087
91500-13,0.150948,0.00141966,0.0127444,1.56268,0.0376533,0.180998,0.0753088,0.00168916,0.00168916,6.6808,0.0625366,0.561395,-0.0702163,0.457299
91500-14,0.16362,0.00172835,0.0135194,1.75619,0.0379917,0.200512,0.0762857,0.00158684,0.00158684,6.05274,0.0637285,0.498494,0.0870769,0.379183
91500-15,0.12223,0.00118738,0.0105937,1.27192,0.025509,0.147516,0.0762887,0.00145819,0.00145819,8.93472,0.0948491,0.846242,0.0568778,0.406549
91500-16,0.19476,0.00239523,0.0148919,2.02444,0.0511733,0.227486,0.0760297,0.00178027,0.00178027,5.24676,0.0665047,0.413481,0.105265,0.385887
91500-17,0.143765,0.00159297,0.0120344,1.49608,0.0315446,0.171617,0.0759238,0.00144659,0.00144659,7.00829,0.0790446,0.597157,-0.0891362,0.549797
91500-18,0.153128,0.00142747,0.0123299,1.77036,0.0347457,0.200299,0.084053,0.00160438,0.00160438,6.54135,0.0618782,0.53448,0.102646,0.329658
91500-19,0.196977,0.00182908,0.015176,2.06098,0.0432934,0.230773,0.0763248,0.0016832,0.0016832,5.37226,0.0505048,0.419042,0.056503,0.393625
91500-2,0.142879,0.00158154,0.0117475,1.47954,0.0369438,0.169623,0.0743204,0.00174232,0.00174232,6.95479,0.079138,0.58783,0.0580585,0.406584
91500-20,0.160627,0.00177378,0.0134568,1.86002,0.0646765,0.218024,0.0860063,0.0026783,0.0026783,6.18595,0.0672645,0.510304,-0.223549,0.431836
91500-21,0.177474,0.00153288,0.0140929,1.91409,0.033947,0.216715,0.0787275,0.00152562,0.00152562,5.60362,0.0487921,0.448581,0.355323,0.171879
91500-22,0.226655,0.00149859,0.0171025,2.38489,0.0442251,0.262563,0.0748838,0.00140264,0.00140264,4.7668,0.0305553,0.348707,0.0370027,0.323378
91500-23,0.151998,0.00127156,0.0130587,1.55871,0.0248429,0.17839,0.0745113,0.00124983,0.00124983,6.5728,0.056745,0.582763,0.19569,0.299454
91500-24,0.114388,0.00123495,0.0100008,1.18512,0.0222645,0.136792,0.0752678,0.0013596,0.0013596,10.2533,0.120197,0.973375,0.224261,0.286695
91500-25,0.147712,0.00118198,0.0115114,1.60143,0.0285943,0.179186,0.0785517,0.00137377,0.00137377,6.61733,0.0515551,0.502097,0.214212,0.209598
91500-26,0.144531,0.00120486,0.011711,1.47343,0.026848,0.166814,0.0749783,0.00128922,0.00128922,6.88586,0.0580852,0.564575,0.072576,0.362264
91500-27,0.125431,0.0011602,0.0108116,1.2977,0.0208488,0.14844,0.0747458,0.0011228,0.0011228,8.34635,0.0831418,0.774773,0.264304,0.294915
91500-28,0.180801,0.00187286,0.0155029,1.86777,0.0372931,0.216202,0.074602,0.00131277,0.00131277,5.57206,0.0599279,0.496062,-0.0136692,0.512425
91500-29,0.173288,0.00179421,0.0156182,1.80755,0.0388081,0.211068,0.0754401,0.00148043,0.00148043,5.80371,0.059327,0.516428,0.0372295,0.414346
91500-3,0.14392,0.00161369,0.0117636,1.45875,0.0309844,0.166119,0.0745665,0.00161781,0.00161781,6.90487,0.0781214,0.569496,0.142586,0.336794
91500-30,0.118195,0.00145631,0.0101659,1.52467,0.0404486,0.178795,0.0938109,0.00174541,0.00174541,9.3486,0.117252,0.818493,-0.360391,0.685989
91500-31,0.146132,0.00164043,0.0125006,1.52871,0.0237072,0.176013,0.075478,0.000862032,0.000862032,6.904,0.0794067,0.605102,-0.0428917,0.7031
91500-4,0.149894,0.0015422,0.0121801,1.52894,0.0336254,0.173907,0.0743089,0.00159834,0.00159834,6.69793,0.0667745,0.527379,0.0656741,0.379028
91500-5,0.144989,0.001662,0.0119275,1.57423,0.0391792,0.180469,0.0772703,0.0017028,0.0017028,6.8785,0.0796188,0.57139,0.031349,0.427069
91500-6,0.151931,0.00149345,0.0123193,1.58344,0.0353285,0.180353,0.0764308,0.00164199,0.00164199,6.56097,0.0657248,0.542153,0.199877,0.226245
91500-7,0.15107,0.00169756,0.0123358,1.59186,0.0384762,0.181874,0.0761234,0.00160563,0.00160563,6.61752,0.0767833,0.557965,-0.0947426,0.534873
91500-8,0.146184,0.00159567,0.0119899,1.55493,0.0324619,0.176862,0.0760482,0.00151611,0.00151611,6.80136,0.0737107,0.553863,0.0995263,0.364026
91500-9,0.149316,0.00153556,0.0121938,1.56363,0.035736,0.178456,0.0758337,0.00170885,0.00170885,6.7002,0.0688843,0.547005,0.073574,0.329471
